Office_Code,Office_Name,Location,Manager,Total_Revenue
5047,Sucursal 5047,Guadalajara,Socorro Castillo,8101.35
5048,Sucursal 5048,La Coruña,Reyes Oliveras,13211.060000000001
5049,Sucursal 5049,La Coruña,Chita Galindo,24830.72
5050,Sucursal 5050,Ciudad,Adelardo Peinado,19166.36
5051,Sucursal 5051,Ceuta,Rodolfo Camacho,16569.25
5052,Sucursal 5052,Madrid,Emilia Román,26105.129999999997
5053,Sucursal 5053,Baleares,Emilia Soler,23373.239999999998
5054,Sucursal 5054,Toledo,Nieves Naranjo,19951.84
5055,Sucursal 5055,Lugo,Jeremías Bastida,22534.239999999998
5056,Sucursal 5056,Castellón,Jose Miguel Villalobos,2152.74
5057,Sucursal 5057,Ceuta,Vasco Samper,16746.0
5058,Sucursal 5058,León,Yolanda Manzanares,27592.010000000002
5059,Sucursal 5059,Valladolid,Virginia Alfonso,13855.5
5060,Sucursal 5060,Asturias,Octavio Macías,20808.45
5061,Sucursal 5061,Cuenca,Odalys Márquez,13980.69
5062,Sucursal 5062,Almería,Aureliano Polo,2845.21
5063,Sucursal 5063,Santa Cruz de Tenerife,Buenaventura Pla,3855.98
5064,Sucursal 5064,Cuenca,Anselmo Rodriguez,3881.64
5065,Sucursal 5065,La Coruña,Adán Gomila,18085.87
5066,Sucursal 5066,Cádiz,Mar Becerra,14240.21
5067,Sucursal 5067,Las Palmas,Ale Romero,12897.84
5068,Sucursal 5068,Almería,Jordana Llorens,12563.830000000002
5069,Sucursal 5069,Barcelona,Saturnina Batlle,21936.8
5070,Sucursal 5070,Murcia,Marta Segovia,39211.99
5071,Sucursal 5071,Teruel,Ramón Ros,6613.99
5072,Sucursal 5072,Ourense,Camila Iñiguez,5741.38
5074,Sucursal 5074,Valencia,Morena Rozas,18323.98
5075,Sucursal 5075,Murcia,Ciríaco Porcel,5418.01
5076,Sucursal 5076,Melilla,Horacio Ibañez,11802.68
5077,Sucursal 5077,León,Régulo Porta,19082.52
5078,Sucursal 5078,Málaga,Feliciano Hernandez,18388.92
5079,Sucursal 5079,Ceuta,Camila Llorens,7362.07
5080,Sucursal 5080,Cantabria,Serafina Morera,18640.41
5081,Sucursal 5081,Valencia,Magdalena Riera,15153.5
5082,Sucursal 5082,Tarragona,Visitación Casals,15217.5
5083,Sucursal 5083,Ávila,Lina Canet,25523.67
5084,Sucursal 5084,Burgos,Ibán Sala,5828.280000000001
5085,Sucursal 5085,Zamora,Miguela Ferrer,21321.809999999998
5086,Sucursal 5086,Alicante,Luz Puig,5802.290000000001
5087,Sucursal 5087,Lugo,Miguela Catalá,16640.71
5088,Sucursal 5088,Granada,Marita Moraleda,10297.02
5089,Sucursal 5089,Palencia,Jacobo Torre,7426.18
5090,Sucursal 5090,Sevilla,Marcial Herrera,9360.07
5091,Sucursal 5091,Palencia,Gregorio Bartolomé,27455.440000000002
5092,Sucursal 5092,Salamanca,Ismael Díez,25892.91
5093,Sucursal 5093,Granada,Samanta Redondo,22344.65
5094,Sucursal 5094,Cáceres,Gastón Goñi,37814.409999999996
5095,Sucursal 5095,Santa Cruz de Tenerife,Eliseo Ibañez,5159.02
5096,Sucursal 5096,Lleida,Martin Rincón,1189.17
5097,Sucursal 5097,Cantabria,Natalia Soler,7128.52
5098,Sucursal 5098,León,Dora Casanovas,6240.06
5099,Sucursal 5099,Zaragoza,Felix Pellicer,1131.3
5100,Sucursal 5100,Jaén,Loreto Porras,5754.75
5101,Sucursal 5101,La Coruña,Amarilis Barrera,9506.1
5102,Sucursal 5102,Palencia,Claudia Cano,25186.59
5103,Sucursal 5103,Valencia,Agustín Sanmiguel,841.73
5104,Sucursal 5104,Barcelona,Ramona Nogués,20460.809999999998
5105,Sucursal 5105,Murcia,Mateo Beltran,22942.57
5106,Sucursal 5106,Albacete,Espiridión Vives,20653.42
5107,Sucursal 5107,Ciudad,Toribio Aller,2127.13
5108,Sucursal 5108,Cádiz,Ana Sofía Botella,2673.02
5109,Sucursal 5109,Baleares,Guadalupe Llano,12078.82
5110,Sucursal 5110,Vizcaya,Norberto Quintero,9669.5
5111,Sucursal 5111,Zaragoza,Purificación Giménez,7170.02
5112,Sucursal 5112,Guipúzcoa,Celestina Bas,27146.45
5113,Sucursal 5113,Lleida,Lucas Neira,22591.58
5114,Sucursal 5114,Santa Cruz de Tenerife,Candelario Rosselló,8326.71
5115,Sucursal 5115,Lugo,María Carmen Vicente,6750.61
5116,Sucursal 5116,Madrid,Máxima Luque,21404.95
5117,Sucursal 5117,Huelva,Rosalía Toro,5545.54
5118,Sucursal 5118,La Rioja,Vilma Perea,15271.07
5119,Sucursal 5119,Zaragoza,Édgar Calvet,21058.83
5120,Sucursal 5120,Lugo,María Dolores Losada,15976.73
5121,Sucursal 5121,Albacete,Eric Barón,26897.82
5122,Sucursal 5122,Málaga,Bruno Montero,17894.59
5123,Sucursal 5123,Lleida,Mariano Vara,24556.78
5124,Sucursal 5124,Madrid,Maxi Castro,10386.31
5125,Sucursal 5125,Las Palmas,Remigio Linares,8603.960000000001
5126,Sucursal 5126,Albacete,Chuy Salcedo,2982.01
5127,Sucursal 5127,Jaén,Sancho Estrada,17748.86
5128,Sucursal 5128,Cádiz,Palmira Saavedra,15973.89
5129,Sucursal 5129,Granada,Gisela Arnal,18017.54
5130,Sucursal 5130,Ourense,José María Vélez,18243.6
5131,Sucursal 5131,Cádiz,Tiburcio Hoz,6940.94
5132,Sucursal 5132,Castellón,Pepe España,17746.33
5133,Sucursal 5133,Málaga,Brunilda Ródenas,46099.77
5134,Sucursal 5134,Vizcaya,Rafael Vega,12158.689999999999
5135,Sucursal 5135,Santa Cruz de Tenerife,Samuel Naranjo,5463.0
5136,Sucursal 5136,Badajoz,Pascual Gallego,9745.31
5137,Sucursal 5137,Zaragoza,Nilo Mayo,9543.71
5138,Sucursal 5138,Melilla,Gisela Terrón,7074.88
5139,Sucursal 5139,Vizcaya,Ana Belén Martorell,14380.84
5140,Sucursal 5140,Albacete,Visitación Madrid,23988.260000000002
5142,Sucursal 5142,Melilla,Gerónimo Vallés,25553.71
5143,Sucursal 5143,Barcelona,Cayetano Ferrándiz,7832.72
5144,Sucursal 5144,Lugo,Alexandra Vilar,16767.14
5145,Sucursal 5145,Vizcaya,Paca Neira,19305.82
5146,Sucursal 5146,Ciudad,Esmeralda Mateu,8784.11
5147,Sucursal 5147,Las Palmas,Regina Batlle,29509.83
5148,Sucursal 5148,Valencia,Emiliano Abad,12189.56
5149,Sucursal 5149,Toledo,Gracia Feliu,19690.97
5150,Sucursal 5150,Huelva,Narciso Barceló,23700.79
5151,Sucursal 5151,Lleida,Emilia Pons,27156.62
5152,Sucursal 5152,Guadalajara,Pepe Quesada,27371.35
5153,Sucursal 5153,Valencia,Isa Mariño,8200.949999999999
5154,Sucursal 5154,León,María Jesús Prat,11356.51
5155,Sucursal 5155,Tarragona,José Luis Silva,16234.54
5156,Sucursal 5156,Málaga,Jose Ignacio Vicente,11042.7
5157,Sucursal 5157,Ourense,Rebeca Escudero,29785.22
5158,Sucursal 5158,Toledo,Úrsula Gallardo,6923.83
5160,Sucursal 5160,La Coruña,Marta Rebollo,12196.74
5161,Sucursal 5161,Álava,Baltasar Fortuny,58335.65
5162,Sucursal 5162,Cádiz,Emperatriz Angulo,16463.690000000002
5163,Sucursal 5163,Asturias,Galo Olivera,22272.02
5164,Sucursal 5164,Navarra,Baltasar Arco,10407.630000000001
5165,Sucursal 5165,Jaén,Osvaldo Arco,10338.3
5166,Sucursal 5166,Lugo,Olegario Jover,15454.43
5167,Sucursal 5167,Zaragoza,Lupe Franco,17061.22
5168,Sucursal 5168,Córdoba,Aroa Montaña,22631.84
5169,Sucursal 5169,Málaga,Julia Nogués,6082.75
5170,Sucursal 5170,Guipúzcoa,Tomasa Campos,44090.08
5171,Sucursal 5171,Teruel,Coral Gabaldón,14566.45
5172,Sucursal 5172,Granada,Tania Iriarte,24580.52
5173,Sucursal 5173,Tarragona,Eutimio Alegre,10621.08
5174,Sucursal 5174,Ávila,Mario Robledo,3523.98
5175,Sucursal 5175,La Rioja,Renato Baños,20262.510000000002
5176,Sucursal 5176,Pontevedra,María Pilar Boada,21984.68
5177,Sucursal 5177,Zamora,Renata Aranda,18868.9
5178,Sucursal 5178,Ceuta,Jordana Segovia,27661.37
5179,Sucursal 5179,Huelva,Trinidad Aranda,6946.51
5181,Sucursal 5181,Lleida,Estefanía Bermudez,5459.21
5182,Sucursal 5182,Córdoba,Víctor Morcillo,11548.86
5183,Sucursal 5183,Albacete,Selena Arnau,10386.6
5184,Sucursal 5184,Palencia,Juan Carlos Serna,5144.25
5185,Sucursal 5185,Zamora,Gastón Vicens,28541.85
5186,Sucursal 5186,Cuenca,Lucía Díaz,18335.42
5187,Sucursal 5187,Cáceres,Atilio Peinado,4534.26
5188,Sucursal 5188,Palencia,Rufino Prat,13548.03
5189,Sucursal 5189,Burgos,Jordana Vazquez,11615.77
5190,Sucursal 5190,Sevilla,Emilio Romero,31336.67
5191,Sucursal 5191,Cádiz,Che Alcántara,17625.92
5192,Sucursal 5192,Vizcaya,Fanny Acedo,9383.130000000001
5193,Sucursal 5193,Ciudad,Aurelio Poza,18011.89
5194,Sucursal 5194,Sevilla,Amor Barceló,19263.46
5195,Sucursal 5195,Ciudad,Rosendo Jordá,27165.09
5196,Sucursal 5196,Melilla,Ambrosio Samper,8695.97
5197,Sucursal 5197,Álava,Iker Berrocal,24495.16
5199,Sucursal 5199,Álava,Manu Marin,24495.739999999998
5200,Sucursal 5200,Palencia,Chus Mendez,11821.02
5201,Sucursal 5201,Málaga,Erasmo Coloma,18110.05
5202,Sucursal 5202,Badajoz,Rosendo Arrieta,23329.29
5203,Sucursal 5203,Soria,Lupita Tena,2651.79
5204,Sucursal 5204,Pontevedra,Tere Maza,17718.42
5205,Sucursal 5205,Cáceres,Lidia Maestre,15668.0
5206,Sucursal 5206,Alicante,Domingo Ríos,28864.82
5207,Sucursal 5207,Soria,Pascual Vendrell,20604.33
5209,Sucursal 5209,Toledo,Julio César Cámara,6166.9800000000005
5210,Sucursal 5210,Segovia,Samuel Jimenez,4888.27
5211,Sucursal 5211,Ourense,Yago Garzón,23470.34
5212,Sucursal 5212,Santa Cruz de Tenerife,María Jesús Morata,26042.5
5213,Sucursal 5213,Cádiz,Fortunata Manso,9566.85
5214,Sucursal 5214,Álava,Ibán Jódar,24052.38
5215,Sucursal 5215,Soria,Héctor Coll,11568.92
5216,Sucursal 5216,Cáceres,Arcelia Bernat,5668.59
5217,Sucursal 5217,Alicante,Felisa Fuente,5684.62
5218,Sucursal 5218,Tarragona,Felipe Salinas,8527.66
5219,Sucursal 5219,La Coruña,Maxi Bernat,913.64
5220,Sucursal 5220,Granada,Gabriel Bustos,26179.42
5221,Sucursal 5221,Valladolid,Ariel Teruel,3585.74
5222,Sucursal 5222,Barcelona,Eduardo Prado,6122.0
5223,Sucursal 5223,Cáceres,José Antonio Planas,19496.87
5224,Sucursal 5224,Teruel,Benigno Company,12805.89
5225,Sucursal 5225,Santa Cruz de Tenerife,Gilberto Cueto,23675.190000000002
5226,Sucursal 5226,Sevilla,Juan Antonio Nuñez,21959.1
5227,Sucursal 5227,Zamora,Belén Camps,12374.92
5228,Sucursal 5228,Toledo,Baltasar Aliaga,7908.88
5229,Sucursal 5229,Ciudad,Adrián Pulido,16403.91
5230,Sucursal 5230,Las Palmas,Ignacia Rojas,11534.37
5231,Sucursal 5231,Soria,Tito Alonso,6718.38
5232,Sucursal 5232,Asturias,Evangelina Lozano,12416.92
5233,Sucursal 5233,Lugo,Alondra Vallés,10363.18
5234,Sucursal 5234,Navarra,Rafaela Garcés,14142.36
5235,Sucursal 5235,Madrid,Geraldo Sanmartín,9004.75
5236,Sucursal 5236,Ceuta,Cloe Jaume,10011.73
5237,Sucursal 5237,Soria,Evita Aroca,12456.46
5238,Sucursal 5238,Teruel,Chucho Luján,30724.29
5239,Sucursal 5239,Palencia,Gisela Heredia,6135.42
5240,Sucursal 5240,Soria,Chus Baños,26755.86
5241,Sucursal 5241,Zamora,Domitila Llorens,8139.68
5242,Sucursal 5242,Soria,Rubén Gutiérrez,37733.45
5243,Sucursal 5243,Barcelona,Venceslás Mayo,5027.92
5244,Sucursal 5244,Murcia,Nilda Benavente,24602.39
5245,Sucursal 5245,Castellón,Casandra Velázquez,13229.619999999999
5246,Sucursal 5246,Barcelona,Alberto Galván,17247.59
5247,Sucursal 5247,Baleares,Adriana Manso,40133.66
5248,Sucursal 5248,Navarra,María Fernanda Narváez,7274.64
5249,Sucursal 5249,Valencia,Ramona Andreu,31660.47
5250,Sucursal 5250,Soria,Elisabet Solera,24397.66
5251,Sucursal 5251,Badajoz,Dominga Echeverría,6136.57
5252,Sucursal 5252,Palencia,Soraya Blazquez,14582.6
5253,Sucursal 5253,Valencia,Isaías Oliver,28476.89
5254,Sucursal 5254,Castellón,Jose Angel López,13910.380000000001
5255,Sucursal 5255,Lugo,Pancho Vilalta,9813.91
5256,Sucursal 5256,Cádiz,Custodia Matas,19253.76
5257,Sucursal 5257,Barcelona,Cintia Berrocal,3465.5299999999997
5258,Sucursal 5258,Cádiz,Mamen Mariscal,4189.36
5259,Sucursal 5259,Santa Cruz de Tenerife,Sabina Olmedo,17845.18
5260,Sucursal 5260,Navarra,Blanca Castell,11545.130000000001
5261,Sucursal 5261,Ourense,Basilio Atienza,23576.97
5262,Sucursal 5262,Teruel,Julio Azorin,7241.87
5263,Sucursal 5263,Palencia,Jenaro Lucas,18122.57
5264,Sucursal 5264,Sevilla,Jesusa Salvà,17954.5
5265,Sucursal 5265,Guipúzcoa,Eric Murillo,12266.61
5266,Sucursal 5266,La Coruña,Francisco Jose Gil,3523.02
5267,Sucursal 5267,Lleida,Ricardo Mínguez,7425.63
5268,Sucursal 5268,Santa Cruz de Tenerife,Alejandra Corbacho,22623.9
5269,Sucursal 5269,Murcia,Apolonia Murcia,4513.59
5270,Sucursal 5270,Lleida,Isidora Bastida,16292.67
5271,Sucursal 5271,Almería,Mariana Gascón,20483.2
5272,Sucursal 5272,Lugo,Roque Castilla,22523.65
5273,Sucursal 5273,Madrid,Teresita Cuéllar,14003.17
5274,Sucursal 5274,Alicante,Rico Benet,18319.23
5275,Sucursal 5275,Córdoba,Regina Artigas,40401.28
5276,Sucursal 5276,Valencia,Nereida Fuente,27563.88
5277,Sucursal 5277,Tarragona,Arsenio Peral,25422.04
5278,Sucursal 5278,Teruel,Buenaventura Catalán,24222.66
5279,Sucursal 5279,Baleares,Casemiro Pol,7286.27
5280,Sucursal 5280,Málaga,Abilio Asenjo,15305.48
5281,Sucursal 5281,Valencia,Alex Ayuso,6785.28
5282,Sucursal 5282,Navarra,Primitivo Guillén,10065.61
5283,Sucursal 5283,Ciudad,Raquel Recio,2591.05
5284,Sucursal 5284,Lleida,Dolores Flor,13193.75
5285,Sucursal 5285,Teruel,Donato Palma,16622.010000000002
5286,Sucursal 5286,León,Crescencia Pera,5631.37
5287,Sucursal 5287,Álava,Demetrio Pablo,12174.1
5288,Sucursal 5288,Valladolid,Galo Sánchez,20023.73
5289,Sucursal 5289,Valladolid,Rico Almagro,17496.08
5290,Sucursal 5290,Palencia,Carmelita Cardona,7595.46
5291,Sucursal 5291,Salamanca,Socorro Santamaría,17042.35
5292,Sucursal 5292,Cuenca,Isaías Morera,13547.65
5293,Sucursal 5293,Murcia,Vito Cobos,14035.34
5294,Sucursal 5294,Baleares,Jose Miguel Castells,20153.34
5295,Sucursal 5295,Albacete,Gustavo Román,11974.539999999999
5296,Sucursal 5296,Las Palmas,Danilo Cardona,20536.23
5298,Sucursal 5298,Pontevedra,Noelia Cervera,3345.85
5299,Sucursal 5299,Córdoba,Olivia Planas,16940.16
5300,Sucursal 5300,Ceuta,Saturnino Guillén,18656.32
5301,Sucursal 5301,Valencia,Primitiva Campos,8400.86
5302,Sucursal 5302,Zaragoza,Amílcar Coloma,22702.68
5303,Sucursal 5303,León,Sonia Alfonso,6073.71
5305,Sucursal 5305,Ávila,Roberto Chamorro,1707.52
5306,Sucursal 5306,Ourense,Custodio Río,5230.860000000001
5307,Sucursal 5307,Ávila,Calista Bilbao,3121.3500000000004
5308,Sucursal 5308,Ávila,Tamara Gutiérrez,15360.76
5309,Sucursal 5309,Albacete,Genoveva Aznar,11947.869999999999
5310,Sucursal 5310,Melilla,Felicia Goñi,2791.33
5311,Sucursal 5311,La Coruña,Carmelita Rozas,24580.17
5312,Sucursal 5312,Álava,Benigna Salvà,12316.41
5313,Sucursal 5313,Tarragona,Maricela Carrillo,24384.6
5314,Sucursal 5314,Barcelona,Pedro Páez,3328.62
5315,Sucursal 5315,Toledo,Flavio Valencia,2361.16
5316,Sucursal 5316,Álava,Javiera Almagro,13578.21
5317,Sucursal 5317,Soria,Olga Duque,3188.15
5318,Sucursal 5318,León,Ruth Ramón,21158.83
5319,Sucursal 5319,Santa Cruz de Tenerife,Alfredo Arana,17007.19
5320,Sucursal 5320,Huelva,Eli Escamilla,16221.76
5321,Sucursal 5321,Girona,Jordán Marín,4276.83
5322,Sucursal 5322,Huelva,Daniela Moll,9426.71
5323,Sucursal 5323,Cáceres,Francisco Jose Fernandez,17365.05
5324,Sucursal 5324,Cantabria,Asdrubal Ballester,24153.04
5325,Sucursal 5325,Almería,Benito Farré,7609.59
5327,Sucursal 5327,Palencia,Flavia Navarro,6490.2
5328,Sucursal 5328,Guadalajara,Alexandra Morillo,16360.099999999999
5329,Sucursal 5329,Cádiz,Eustaquio Grau,3643.2
5330,Sucursal 5330,Burgos,Eloísa Rivera,18722.88
5331,Sucursal 5331,Lleida,Íngrid Mur,1127.57
5332,Sucursal 5332,Huelva,Mauricio Sastre,10298.61
5333,Sucursal 5333,Teruel,Guiomar Vilalta,34976.94
5334,Sucursal 5334,Madrid,Efraín Avilés,17558.739999999998
5335,Sucursal 5335,Sevilla,Ariel Lasa,2373.13
5336,Sucursal 5336,Murcia,Vicenta Muñoz,2896.2799999999997
5337,Sucursal 5337,Valencia,Norberto Carrillo,26658.77
5338,Sucursal 5338,Toledo,Pío Ruano,21156.54
5339,Sucursal 5339,La Coruña,Paz Manso,9781.130000000001
5340,Sucursal 5340,Baleares,Mateo Busquets,29660.83
5341,Sucursal 5341,Santa Cruz de Tenerife,Alondra Rius,21029.38
5342,Sucursal 5342,Barcelona,Eliana Cano,6081.97
5343,Sucursal 5343,Murcia,Jose Antonio Hoyos,16359.130000000001
5344,Sucursal 5344,Granada,Obdulia Milla,22944.46
5345,Sucursal 5345,Melilla,Nacho Recio,16051.939999999999
5346,Sucursal 5346,Álava,Ignacia Hoyos,27586.44
5347,Sucursal 5347,Cádiz,Marianela Bellido,13335.45
5348,Sucursal 5348,Córdoba,Raquel Zorrilla,6468.89
5349,Sucursal 5349,Alicante,Felicia Tomas,30010.19
5350,Sucursal 5350,Burgos,Virginia Camps,6537.75
5351,Sucursal 5351,Zamora,Luis Miguel Ugarte,2987.99
5352,Sucursal 5352,Córdoba,Cecilia Tur,13272.41
5353,Sucursal 5353,Santa Cruz de Tenerife,Toni Sala,21670.22
5354,Sucursal 5354,Jaén,José Mari Ribes,31598.9
5355,Sucursal 5355,Málaga,Ariel Villalba,5836.65
5356,Sucursal 5356,Baleares,Odalys Hoz,6101.12
5357,Sucursal 5357,Tarragona,Macaria Arteaga,9997.99
5358,Sucursal 5358,Jaén,Lola Gilabert,29614.67
5359,Sucursal 5359,Albacete,Ema Garmendia,8340.93
5360,Sucursal 5360,Palencia,Balduino Flores,15234.58
5361,Sucursal 5361,Cuenca,Fabiana Manzanares,17079.940000000002
5362,Sucursal 5362,Segovia,Antonia Gomis,13826.14
5363,Sucursal 5363,León,Lucas Izquierdo,5722.73
5364,Sucursal 5364,Cantabria,Benigno Torrent,6790.29
5365,Sucursal 5365,Ceuta,Irma Escalona,11457.26
5366,Sucursal 5366,Melilla,Abigaíl Bustamante,1943.65
5367,Sucursal 5367,La Rioja,Esteban Valencia,5754.8
5368,Sucursal 5368,Pontevedra,Amada Iglesia,11376.5
5369,Sucursal 5369,La Coruña,Isabel Quero,10375.66
5370,Sucursal 5370,Pontevedra,Lupita Pelayo,5095.53
5371,Sucursal 5371,Murcia,Felipa Peñas,10750.84
5372,Sucursal 5372,Baleares,Luís Ocaña,6997.62
5373,Sucursal 5373,Asturias,Reyes Carreras,14608.93
5374,Sucursal 5374,Granada,Modesto Olivares,9963.35
5375,Sucursal 5375,Málaga,Rafael Torrijos,6211.94
5376,Sucursal 5376,Huelva,Jacobo Torralba,6621.46
5377,Sucursal 5377,Las Palmas,Tomás Osuna,16463.370000000003
5378,Sucursal 5378,Cádiz,Emiliana Durán,20435.579999999998
5379,Sucursal 5379,Álava,Héctor Pou,3956.55
5380,Sucursal 5380,Barcelona,Gisela Martin,3792.71
5381,Sucursal 5381,Palencia,Inés Echeverría,11801.560000000001
5382,Sucursal 5382,Álava,Anastasio Blanch,27443.559999999998
5383,Sucursal 5383,Asturias,Dora Cañellas,21056.87
5384,Sucursal 5384,Málaga,Melania Benavente,18099.11
5385,Sucursal 5385,Jaén,Jose Carlos Roda,18977.48
5386,Sucursal 5386,Tarragona,Josefa Matas,1937.08
5388,Sucursal 5388,Tarragona,Samanta Sanz,9230.68
5389,Sucursal 5389,Teruel,Claudia Belda,15033.79
5390,Sucursal 5390,León,Xiomara Zabaleta,7042.01
5391,Sucursal 5391,Ávila,Anselma Belmonte,7072.4400000000005
5392,Sucursal 5392,Vizcaya,Emma Pizarro,24055.47
5393,Sucursal 5393,Córdoba,Victoria Pastor,5253.28
5394,Sucursal 5394,Barcelona,Josefa Bayo,20774.78
5395,Sucursal 5395,Baleares,Gala Blázquez,7491.24
5396,Sucursal 5396,Huelva,Cintia Urrutia,22342.26
5397,Sucursal 5397,Santa Cruz de Tenerife,Daniela Conde,12441.97
5398,Sucursal 5398,Jaén,Ámbar Bermúdez,18964.86
5399,Sucursal 5399,Toledo,Roberto Sierra,21066.82
5400,Sucursal 5400,Castellón,Gloria Benavides,10435.23
5401,Sucursal 5401,Lleida,Víctor Ros,27375.29
5402,Sucursal 5402,Burgos,Nereida Anguita,33135.909999999996
5403,Sucursal 5403,La Coruña,Jose Carlos Gordillo,27965.98
5404,Sucursal 5404,Valencia,Eric Jordá,7977.6900000000005
5405,Sucursal 5405,Tarragona,Asdrubal Paredes,7318.81
5406,Sucursal 5406,Huesca,Ezequiel Garmendia,28534.64
5407,Sucursal 5407,Segovia,José María Pelayo,12535.41
5408,Sucursal 5408,Burgos,Jose Ramón Quintanilla,6479.7
5409,Sucursal 5409,Valencia,Germán Sanchez,19927.19
5410,Sucursal 5410,Málaga,Felix Hierro,18520.86
5411,Sucursal 5411,Barcelona,Custodia Calleja,17385.96
5412,Sucursal 5412,Pontevedra,Chema Mena,19179.239999999998
5413,Sucursal 5413,Córdoba,Severo Rueda,21118.12
5414,Sucursal 5414,Barcelona,Joaquín Jover,14933.33
5415,Sucursal 5415,Cádiz,América Paniagua,4918.63
5416,Sucursal 5416,Valencia,Fernando Tenorio,13115.9
5417,Sucursal 5417,Burgos,Gaspar Dominguez,9337.43
5418,Sucursal 5418,Baleares,Íngrid Arnal,17612.829999999998
5419,Sucursal 5419,La Coruña,Reyes Bello,18023.64
5420,Sucursal 5420,Burgos,Esperanza Robledo,9807.599999999999
5421,Sucursal 5421,Granada,Fausto Higueras,12632.65
5422,Sucursal 5422,Salamanca,Fabián Gonzalo,3180.69
5423,Sucursal 5423,Sevilla,Clímaco Cabeza,13680.32
5424,Sucursal 5424,Lleida,Severino Pinto,2818.56
5425,Sucursal 5425,Almería,Gerardo Ocaña,3869.79
5426,Sucursal 5426,Santa Cruz de Tenerife,Custodio Casanova,10488.25
5427,Sucursal 5427,Málaga,Elena Mendez,10590.45
5428,Sucursal 5428,Almería,Diego Fernández,28462.45
5429,Sucursal 5429,Burgos,Adolfo Iglesia,8261.55
5430,Sucursal 5430,Santa Cruz de Tenerife,Tere Mate,27108.79
5431,Sucursal 5431,Valladolid,Rodrigo Tomás,6852.08
5432,Sucursal 5432,Zamora,Clementina Vidal,13766.15
5433,Sucursal 5433,Burgos,Felipa Caballero,14451.89
5434,Sucursal 5434,Valladolid,María Teresa Lago,13161.33
5435,Sucursal 5435,Las Palmas,Eusebia Llorente,20979.39
5436,Sucursal 5436,Pontevedra,Dimas Soriano,15097.26
5437,Sucursal 5437,Cuenca,Román Almansa,4001.21
5438,Sucursal 5438,Soria,Emilio Flor,9872.7
5439,Sucursal 5439,Ceuta,Gabino Fuertes,24191.69
5440,Sucursal 5440,Valladolid,Juana Arana,18605.21
5441,Sucursal 5441,Valladolid,Amado Peñas,5110.59
5442,Sucursal 5442,Guipúzcoa,Reina Santiago,12499.5
5443,Sucursal 5443,Huelva,Ani Casanovas,11176.86
5444,Sucursal 5444,Cáceres,Santos Otero,8132.34
5445,Sucursal 5445,Navarra,Piedad Badía,3530.19
5446,Sucursal 5446,Cádiz,Fidel Villalonga,22241.31
5447,Sucursal 5447,Madrid,Juan Luis Bilbao,20951.73
5448,Sucursal 5448,Vizcaya,Dimas Vargas,25791.4
5449,Sucursal 5449,Palencia,Ana Sofía Losada,20694.03
5450,Sucursal 5450,Granada,Aura Perez,9688.720000000001
5451,Sucursal 5451,Asturias,Clarisa Solano,7705.25
5452,Sucursal 5452,León,Hilario Carvajal,11240.14
5453,Sucursal 5453,Granada,Fanny Rojas,21522.9
5454,Sucursal 5454,Las Palmas,Eliseo Almeida,10662.35
5455,Sucursal 5455,Teruel,Casemiro Saez,39396.05
5456,Sucursal 5456,Melilla,Graciano Montserrat,11643.59
5457,Sucursal 5457,Madrid,Fortunato Quintana,9162.25
5458,Sucursal 5458,Cáceres,Bienvenida Puente,14531.970000000001
5459,Sucursal 5459,Sevilla,Carina Nebot,21086.489999999998
5460,Sucursal 5460,Jaén,Anselmo Ayllón,13411.28
5461,Sucursal 5461,Lleida,Beatriz Ribas,11145.04
5462,Sucursal 5462,Álava,Zoraida Ribas,10623.59
5463,Sucursal 5463,Castellón,Leticia Olivera,12431.77
5464,Sucursal 5464,Ourense,María Ángeles Alfonso,47982.79
5465,Sucursal 5465,Valladolid,Humberto Tomás,18540.23
5466,Sucursal 5466,Soria,Alfredo Téllez,16300.65
5467,Sucursal 5467,Cuenca,Alcides Sanjuan,23522.73
5468,Sucursal 5468,Barcelona,Casandra Navarro,23003.86
5469,Sucursal 5469,Lugo,Néstor Gonzalo,16948.09
5470,Sucursal 5470,Vizcaya,Prudencio Verdugo,7274.27
5471,Sucursal 5471,Cantabria,Felisa Mendez,24314.87
5472,Sucursal 5472,Castellón,Porfirio Cal,28342.68
5473,Sucursal 5473,Castellón,Simón Gomis,48200.77
5474,Sucursal 5474,Teruel,Jimena Blazquez,10245.34
